,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532201,-1.625799605997372,1.0481524637879915,0.9356890228558156,-0.9173971911208613,1.0277828016346524,-0.8315387568467788,-1.4712378392212844,0.5151837567101466,0.44949780610585144,-1.2428653296897643,-0.1697715417389611,-0.8593278959332836,-0.26310506017287594,1.3611262092671088,-0.65541780520596,0.8885248839463725,0.09972378231787205,-0.47060706164598964,0.012551823372840231,0.1923657583451305,0.1990545606595946,-0.502890736290551,0.22833715281573327,-0.35274428851833517,3
1,-4.356073800672279,-0.06828908459610133,2.0161738789592585,1.5167825598014242,0.4188641500881887,-0.5825346369820004,-1.7148938853698794,0.026680837075205997,0.9852777261265998,0.830724604010597,-1.7235565666115173,1.1714812044903071,0.26557498836328475,0.2764253312481019,0.1336147425789118,-0.15766363626193544,0.5058845381894601,-0.35913419592113993,0.42080304643850325,-0.9290580163248143,-0.495040584080986,0.30601854863834593,-0.8883671294954453,-0.23723598586241088,-0.7100424708480788,3
2,-4.243180593897777,2.5609616211014448,4.363071909949573,-0.18253227544734907,-1.773879994132345,-0.3628731387993057,-0.4315275679412966,1.3080317997112239,0.44978089644769875,1.9575299671388402,0.18935495979824407,2.290069103793341,-1.1978075888103632,0.13115984063521238,0.7868889415959687,-1.2679364705251333,-0.6246276084927354,0.5046827453754014,0.5591949379479781,0.08161800299330921,-0.25609151794783486,-0.24287228736993147,-0.43472444005322297,-0.3567238250732991,0.6469960383195569,4
3,3.0137484824404606,0.7259831169811204,2.32667207307153,3.288182786445363,2.30957360256693,1.9099851671963477,1.0831191552110508,-0.2267864757241715,-0.11298768769646865,-0.19113155606158105,-0.13919677632126534,-1.4086158340271462,-0.3840199009641853,1.1510026166434442,0.5049615044176768,1.5581036815899363,-0.27350099218644497,0.891281459698946,-1.533582882038963,0.700066188015346,0.11340176353335882,-0.18643848269770788,-0.5660170999849254,-0.06606873024937629,-0.5000483553247183,3
4,-4.246564872071611,5.966600449714763,-0.24630205734892197,0.7899785226475736,2.0967612555031803,-1.712339366587853,0.7690247723746982,-0.5169497160801356,0.7885774242556571,1.1256382610100404,-1.6424601310549731,0.14282769628745096,-0.7278650435412347,-0.051626048920713666,-1.5095159285817161,0.6522736700912952,0.6141788039500242,-0.29579284753960583,0.9704685562330082,-1.1799837743718573,0.7938592310678585,-0.10704606740134512,-0.21816737377286527,0.4569728980536865,-0.14789420816694535,3
5,-3.3372510087890204,-1.7363754334268007,1.0909281202988186,-0.37378950393031696,-1.4838690322599752,-0.5640975174225882,-1.7118322330669222,1.177629447566142,0.27605631174328116,1.3307524663797523,2.013072131648404,1.6792984160898115,1.5431334228601943,0.10692917646754735,1.192552059663004,0.60947811853884,0.32291027230971103,-0.06024485108494155,-0.678106978371897,1.1507121027330827,0.3256114683341429,-0.250416912954861,-0.3082205314315435,0.41104549075059904,-0.09073593361741111,4
6,-0.3428011104721998,4.416655794839525,-1.326934864136177,1.2799355562059862,-0.5828017018310346,-0.08167674561633818,-0.8570998142442956,-0.5981980664047036,0.9379436495837434,0.31126629842789155,-1.1253899957987368,1.3321507355826392,-0.4790621084845931,-0.38933777175659967,-1.7873726922709778,-0.5291513320179476,0.48904061993254133,-0.258431722453758,0.8835046382509312,-0.7605468075424773,0.6604433014666217,0.09113044461021737,-0.35461009598465276,0.431259506059538,-0.2109970770951678,3
7,-3.2840983805968045,3.9887517004497663,0.059009966999483326,-0.7409361204629097,-1.7106819493696526,-2.741404144933293,0.5668557439105041,-1.4675847954852745,-0.9256534439597764,-1.032416744494496,1.5705815935034007,0.6504429673448235,0.8048971414545338,-0.19115177459431196,0.49113856634858677,-0.10986645700828067,-0.9949815396623541,1.6421098015832705,-0.24795161171660582,-0.6344971087062837,0.1382103449320538,0.2604225946246048,0.23486080363246012,-1.1087886991645197,0.36236775703526575,3
8,-3.134083109356484,6.285827528876227,0.41512011689116296,-0.8524232283818389,-0.20543842608341586,-1.3144941459084543,1.8319538591092979,1.5641070963638002,-1.6649931352491705,0.566151685354983,-0.6283400417718827,0.4996170242136064,-0.06452968886228472,0.43537034986826656,1.120251153694838,-0.877541259526324,-0.211574660175785,-1.4588475048671856,0.8073654781438491,1.473104164208529,0.6582076331931221,-0.7957829621579533,0.7759621129459305,-0.15199651985023682,-0.24284074179315304,3
9,-3.2975459958203324,1.7473883679807551,-1.4383459893766863,-1.1794552286466484,1.149213980872316,0.044455941669410824,-2.1195818068936356,-0.5466358888723963,0.21021791947603896,-1.3555310609990525,1.2763376127971415,-0.03687842688216981,-0.0028980602252933942,-0.008954432479214926,0.466237846637624,-0.11151834126569446,-1.0419659987513048,-0.6721838274577115,-0.756179486235655,-0.18942963572981114,0.26594011206083346,0.07939552040480284,0.6698369065117548,-0.42872396806153856,0.42130169906598836,3
